ID,Incident Number,Arrest Date,Court Number,Case Filed,Status,Suspect Charge List,Case Type
115850,190755458,2019/07/10,19015836,Y,Filed,",245(A)4,",Misdemeanor
115851,190755282,2019/07/10,19015838,Y,Filed,",273.6(A),",Misdemeanor
115852,190755408,2019/07/10,19015839,Y,Filed,",594(B)1,",Felony
115853,190754444,2019/07/10,19015841,Y,Filed,",10851(A),496(A),148(A)1,",Felony
115899,Z20191007-02518733,2019/07/10,2518733,Y,Filed,",653.22A,653.22,653.22,148,653.22A,653.22,653.22,14601.1(A),653.22A,21950(B),653.22,372,14601.1(A),653.22,372,372,653.22A,653.22,653.22,21950(B),647(B),77,653.22,653.22,21950(B),653.22,21950(B),21950B,653.22A,21453(D),653.22,653.22A,653.22,372,21950(B),653.22,653.22A,647(B),21950(B),653.22A,653.22A,",Felony
115901,Z20191007-19015810,2019/07/10,19015810,Y,Filed,",23152(B),12500(A),23152(A),",Misdemeanor
115902,190753333,2019/07/10,19015811,N,Discharge Only,",12022.5A,417(A)1,245(A)2,245(A)2,12022A1,12022B1,211,12022B1,417(A)1,211,12022A1,",Felony
115937,190755630,2019/07/10,19015840,N,Discharge Only,",243(E)1,236,",Felony
115938,190755129,2019/07/10,19015835,N,Discharge Only,",273.5(A),236,591.5,",Felony
115956,190753151,2019/07/10,19015813,N,Discharge Only,",273.5(A),",Felony
116033,190775008,2019/07/10,19016237,Y,Filed,",69(A),",Misdemeanor
116694,190691943,2019/07/11,19017590,Y,Filed,",311.11(A),311.11(A),311.1(A),311.1(A),311.1(A),311.1(A),",Felony
116890,Z20191107-19017532,2019/07/11,19017532,Y,Filed,",23152(B),23152(A),",Misdemeanor
116891,Z20191107-19017533,2019/07/11,19017533,N,Discharge Only,",23152(A),23152(B),",Misdemeanor
116925,190691943,2019/07/11,19017589,Y,Filed,",311.1(A),311.1(A),311.11A,311.11A,311.1(A),311.1(A),311.1(A),311.1(A),",Felony
116933,190768871,2019/07/11,19017629,Y,Filed,",459.5(A),459,490.2(A),459,487(A),490.2(A),459.5(A),487(A),",Felony
116936,Z20191107-02519315,2019/07/11,2519315,Y,Filed,",594(B)1,",Felony
116940,190842265,2019/07/11,19017535,N,Other Action,",466,5200(A),",Misdemeanor
116941,Z20191107-19017536,2019/07/11,19017536,Y,Filed,",23152(A),23152(B),",Misdemeanor
116942,190842287,2019/07/11,19017537,Y,Filed,",11350(A),487(A),594(B)1,496(A),11377(A),496(A),182(A)1,466,496(A),10852,",Misdemeanor
116943,190842287,2019/07/11,19017538,Y,Filed,",496(A),10852,496(A),466,487(A),11350(A),182(A)1,11377(A),496(A),594(B)1,",Misdemeanor
116944,190842362,2019/07/11,19017539,N,Other Action,",466,",Misdemeanor
116945,190842538,2019/07/11,19017546,Y,Filed,",487(A),",Felony
116946,190842356,2019/07/11,19017548,N,Discharge Only,",3.02,11364(A),",Misdemeanor
116947,Z20191107-19017549,2019/07/11,19017549,N,Discharge Only,",148(A)1,148.9(A),",Misdemeanor
116948,Z20191107-19017550,2019/07/11,19017550,N,Discharge Only,",496(A),NOTINTBL,211,496(A),182(A)1,NOTINTBL,240,207(A),NOTINTBL,182(A)1,NOTINTBL,211,",Felony
116949,190843031,2019/07/11,19017554,N,Other Action,",166(A)4,",Misdemeanor
116950,190842889,2019/07/11,19017556,Y,Filed,",459,466,11377(A),211,",Felony
116951,190843229,2019/07/11,19017560,Y,Filed,",11351,11378,11351.5,11351,",Felony
116953,190842873,2019/07/11,19017564,Y,Filed,",11378,496D,11364(A),182(A)1,11377(A),10851(A),",Felony
116954,190842873,2019/07/11,19017567,N,Discharge Only,",11364(A),182(A)1,11378,",Felony
116955,190843520,2019/07/11,19017568,Y,Filed,",NOTINTBL,",Misdemeanor
116956,190825302,2019/07/11,19017573,Y,Filed,",245(A)2,211,182(A)1,664/187A,",Felony
116957,190843887,2019/07/11,19017575,Y,Filed,",243(C)1,",Misdemeanor
116958,190843683,2019/07/11,19017577,N,Discharge Only,",10851(A),496(A),",Felony
116959,190843990,2019/07/11,19017579,N,Other Action,",11364(A),",Misdemeanor
116960,190841295,2019/07/11,19017580,Y,Filed,",182(A)1,459,",Felony
116961,Z20191107-19017582,2019/07/11,19017582,N,Discharge Only,",148(A)1,",Misdemeanor
116962,190836230,2019/07/11,19017586,Y,Filed,",182(A)1,211,211,182(A)1,211,182(A)1,182(A)1,182(A)1,211,182(A)1,211,215(A),182(A)1,211,245(A)4,211,",Felony
116963,190844506,2019/07/11,19017588,Y,Filed,",166(A)4,",Misdemeanor
116964,190843752,2019/07/11,19017596,Y,Filed,",25800(A),29900A1,245(A)2,597(A),626.9(D),246.3(A),25800(A),30305A1,25400A1,422,",Felony
116965,190844120,2019/07/11,19017598,Y,Filed,",182(A)1,21955,496(A),",Felony
116967,190842566,2019/07/11,19017603,Y,Filed,",466,496(A),14601.1(A),148(A)1,23103(A),2800.2A,496D,10851(A),",Felony
116968,190827461,2019/07/11,19017604,N,Discharge Only,",466,12500(A),24409(A),530.5(E),496D,10851(A),",Felony
116971,190843279,2019/07/11,19017566,N,Discharge Only,",236,211,273.5(A),207(A),487(A),",Felony
117501,190794359,2019/07/11,19018345,Y,Filed,",NOTINTBL,459,487(A),",Felony
117607,196239028,2019/07/11,19019133,Y,Filed,",459,182(A)1,487(A),",Felony
117750,190921819,2019/07/12,19019180,Y,Filed,",490.2(A),",Misdemeanor
117751,190921900,2019/07/12,19019181,N,Discharge Only,",422,242,245(A)1,417(A)1,",Felony
117752,190922196,2019/07/12,19019185,N,Discharge Only,",NOTINTBL,29800A1,29825(A),",Felony
117753,Z20191207-19019187,2019/07/12,19019187,Y,Filed,",23152(A),23152(B),",Misdemeanor
117754,190922378,2019/07/12,19019192,N,Other Action,",245(A)4,368(B)1,",Felony
117755,190922237,2019/07/12,19019194,Y,Filed,",25850(A),496(A),",Felony
117756,190922237,2019/07/12,19019195,Y,Filed,",25850(A),25400A1,29800A1,",Felony
117757,190922594,2019/07/12,19019196,N,Discharge Only,",496D(A),10851(A),",Felony
117758,190922754,2019/07/12,19019197,Y,Filed,",487(A),166(A)4,",Felony
117759,190922663,2019/07/12,19019199,Y,Filed,",211,",Felony
117761,190001728,2019/07/12,19019203,Y,Filed,",23152(B),23152(A),",Misdemeanor
117795,Z20191207-19019157,2019/07/12,19019157,Y,Filed,",23152(A),23152(B),",Misdemeanor
117801,190920786,2019/07/12,19019165,Y,Filed,",23152(A),23152(B),12500(A),22450(A),",Misdemeanor
117802,Z20191207-19019166,2019/07/12,19019166,N,Discharge Only,",10851(A),12500(A),496D(A),",Felony
117804,190920877,2019/07/12,19019168,Y,Filed,",22350,23153(A),23153(B),",Misdemeanor
117805,190920996,2019/07/12,19019169,Y,Filed,",243(E)1,",Misdemeanor
117808,190921364,2019/07/12,19019172,N,Discharge Only,",369I(B),",Misdemeanor
117809,190921580,2019/07/12,19019174,Y,Filed,",594(B)1,",Misdemeanor
117810,190921916,2019/07/12,19019178,N,Other Action,",459,",Felony
117849,190921869,2019/07/12,19019182,N,Discharge Only,",236,273.5(A),",Felony
117890,190921132,2019/07/12,19019173,N,Other Action,",273.6(A),273.6(A),",Misdemeanor
117969,190921223,2019/07/12,19019319,N,Discharge Only,",243(D),245(A)1,69(A),243(C)2,243(C)2,243(D),245(A)1,69(A),",Felony
117993,190922726,2019/07/12,19019200,Y,Filed,",594(B)1,",Felony
106847,190017537,2019/08/01,19000402,Y,Filed,",11350(A),",Misdemeanor
106855,190018002,2019/08/01,19000417,Y,Filed,",148.9(A),211,",Felony
106856,190015707,2019/08/01,19000418,Y,Filed,",10851(A),22500(E),496D(A),",Felony
106857,180852274,2019/08/01,19000421,Y,Filed,",11364(A),5200,496D,10851(A),14601.1(A),",Felony
106858,190018789,2019/08/01,19000424,Y,Filed,",166(A)4,",Misdemeanor
106859,190018369,2019/08/01,19000426,Y,Filed,",30305A1,11364(A),",Felony
106860,190018579,2019/08/01,19000427,Y,Filed,",11364(A),11351,11378,",Felony
106861,190018450,2019/08/01,19000428,Y,Filed,",11351,11378,11351.5,7.2.12,166(A)4,",Felony
106862,190018955,2019/08/01,19000429,Y,Filed,",11351.5,11351,11378,11352(A),11352(A),11379(A),11351,11352(A),",Felony
106863,190018820,2019/08/01,19000430,N,Discharge Only,",242,",Misdemeanor
106864,190018933,2019/08/01,19000432,Y,Filed,",314.1,290.011,",Misdemeanor
106865,190017703,2019/08/01,19000434,Y,Filed,",496D(A),11377(A),10851(A),",Felony
106866,190018814,2019/08/01,19000437,N,Discharge Only,",182(A)1,211,211,272(A)1,",Felony
106867,190018814,2019/08/01,19000438,N,Discharge Only,",211,182(A)1,272(A)1,211,12500(A),",Felony
106868,190018886,2019/08/01,19000440,Y,Filed,",23152(A),23152(B),22106,",Misdemeanor
106869,190018977,2019/08/01,19000441,Y,Filed,",10852,6641085A,496(A),",Felony
106870,190019458,2019/08/01,19000443,Y,Filed,",466,664/459,",Felony
106871,190019038,2019/08/01,19000444,Y,Filed,",243(E)1,273.5(A),368(C),273.5(A),",Felony
106872,190019674,2019/08/01,19000445,Y,Filed,",490.2(A),",Misdemeanor
106873,190019185,2019/08/01,19000446,Y,Filed,",496(B),496(B),496(A),496(A),",Felony
106874,190019436,2019/08/01,19000448,N,Discharge Only,",417(A)1,243(E)1,",Misdemeanor
106875,190019232,2019/08/01,19000449,Y,Filed,",25400A1,14601.1(A),11370.1(A),25850(A),24600,30305A1,25400A1,11351.5,11351,22107,23900,148(A)1,",Felony
106878,190019204,2019/08/01,19000452,Y,Filed,",211,182(A)1,182(A)1,496(A),273A(A),211,496(A),496(A),211,25400A1,182(A)1,",Felony
106879,190018535,2019/08/01,19000455,N,Other Action,",602(M),",Misdemeanor
106880,190019696,2019/08/01,19000456,Y,Filed,",422,594B2A,",Misdemeanor
106903,190000027,2019/08/01,19000400,Y,Filed,",23152(A),",Misdemeanor
106922,190019715,2019/08/01,19000447,N,Discharge Only,",422,273.5(A),591.5,",Felony
106949,190019204,2019/08/01,19000458,Y,Filed,",182(A)1,211,182(A)1,273A(A),211,496(A),496(A),496(A),211,182(A)1,25400A1,",Felony
106950,190019204,2019/08/01,19000459,Y,Filed,",182(A)1,25400A1,211,496(A),496(A),182(A)1,496(A),182(A)1,273A(A),211,211,",Felony
106954,190019721,2019/08/01,19000464,Y,Filed,",490.2(A),166(A)4,",Misdemeanor
106963,180648302,2019/08/01,19000489,N,Discharge Only,",459,487(A),594(B)1,",Felony
107668,190018369,2019/08/01,19000425,Y,Filed,",25850(A),4000(A)1,29800A1,25400A1,30305A1,",Felony
107807,190005554,2019/08/02,19002177,Y,Filed,",273.5(A),236,136.1(B)(1),",Felony
107877,Z20190208-02514357,2019/08/02,2514357,N,Discharge Only,",476.664,",Felony
107878,Z20190208-02514378,2019/08/02,2514378,N,Discharge Only,",187,",Felony
107882,190098587,2019/08/02,19002209,N,Discharge Only,",182(A)1,4463(A),",Felony
107883,190098587,2019/08/02,19002210,N,Discharge Only,",182(A)1,148.9(A),4000(A),4463(A),",Felony
107895,190097523,2019/08/02,19002229,Y,Filed,",496(A),459,182(A)1,",Felony
107909,190096356,2019/08/02,19002139,N,Other Action,",496(A),",Felony
107910,190096321,2019/08/02,19002140,N,Discharge Only,",12022.5A,148(A)1,25850(A),246.3(A),",Felony
107911,190096371,2019/08/02,19002141,N,Discharge Only,",273.6(A),",Misdemeanor
107912,190096321,2019/08/02,19002142,Y,Filed,",148(A)1,25400A1,12022.5A,25400A2,25850(A),25850(A),246.3(A),",Felony
107913,Z20190208-19002143,2019/08/02,19002143,Y,Filed,",23152(A),12500(A),23152(B),",Misdemeanor
107914,180724338,2019/08/02,19002146,Y,Filed,",459,182(A)1,",Felony
107916,190096547,2019/08/02,19002153,N,Other Action,",21310,7.2.12,11364(A),11364(A),466,",Felony
107918,190094228,2019/08/02,19002157,N,Discharge Only,",243(C)2,148(A)1,69(A),21453(D),",Felony
107919,190096854,2019/08/02,19002158,Y,Filed,",166(A)4,",Misdemeanor
107920,190096616,2019/08/02,19002159,N,Discharge Only,",243(E)1,",Misdemeanor
107921,Z20190208-19002161,2019/08/02,19002161,N,Discharge Only,",602(M),647(E),",Misdemeanor
107922,180747211,2019/08/02,19002162,Y,Filed,",496(B),",Felony
107923,190096848,2019/08/02,19002163,N,Discharge Only,",NOTINTBL,148(A)1,",Misdemeanor
107924,190062300,2019/08/02,19002169,Y,Filed,",211,211,211,",Felony
107925,190096575,2019/08/02,19002173,Y,Filed,",459,466,459,",Felony
107926,190097426,2019/08/02,19002179,Y,Filed,",4463(A),21950(A),",Felony
107927,190097670,2019/08/02,19002183,N,Other Action,",14601.1(A),",Misdemeanor
107928,190097642,2019/08/02,19002186,Y,Filed,",11351,11352(A),11351,11351.5,11378,",Felony
107929,180985461,2019/08/02,19002188,Y,Filed,",245(A)2,211,245(A)1,",Felony
107930,190097896,2019/08/02,19002191,Y,Filed,",290.011A,NOTINTBL,",Felony
107931,190097523,2019/08/02,19002192,Y,Filed,",496(A),182(A)1,459,529,530.5(A),",Felony
107932,190097216,2019/08/02,19002199,Y,Filed,",368(B)1,182(A)1,496(A),211,",Felony
107933,190098032,2019/08/02,19002200,N,Discharge Only,",11352(A),11351.5,",Felony
107934,190098151,2019/08/02,19002202,Y,Filed,",22400(A),148(A)1,23152(G),NOTINTBL,",Misdemeanor
107935,190098496,2019/08/02,19002203,N,Other Action,",273.6(A),",Misdemeanor
107970,190096111,2019/08/02,19002131,N,Discharge Only,",273.5(A),",Felony
107974,190097852,2019/08/02,19002184,N,Discharge Only,",273.5(A),",Felony
107978,190096321,2019/08/02,19002137,N,Discharge Only,",182(A)1,",Felony
107979,190097222,2019/08/02,19002181,N,Discharge Only,",466,166(A)4,11364(A),",Misdemeanor
108038,190098628,2019/08/02,19002223,N,Discharge Only,",148(A)1,422,",Felony
108063,190098474,2019/08/02,19002207,Y,Filed,",11364(A),594(B)1,594.2(A),",Felony
108124,190747211,2019/08/02,19002147,Y,Filed,",12022.1,459,12022.1,182(A)1,",Felony
108125,190098559,2019/08/02,19002355,N,Discharge Only,",273.5(A),",Felony
108162,190097153,2019/08/02,19002180,Y,Filed,",487(A),459,",Felony
108407,180747211,2019/08/02,19002160,Y,Filed,",496(B),",Felony
108492,190000186,2019/08/02,19002136,Y,Filed,",23152(A),23152(B),",Misdemeanor
108581,190097216,2019/08/02,19002198,Y,Filed,",368(B)1,182(A)1,211,496(A),",Felony
108597,190097216,2019/08/02,19002193,Y,Filed,",182(A)1,211,368(B)1,496(A),",Felony
108830,Z20190308-02514833,2019/08/03,2514833,Y,Filed,",11350A,",Felony
108834,190167756,2019/08/03,19003735,Y,Filed,",22101(D),33410,4000(A)1,14601.1(A),466,",Felony
108835,190167938,2019/08/03,19003737,Y,Filed,",166(A)4,148(A)1,",Misdemeanor
108837,190168209,2019/08/03,19003741,N,Other Action,",10851(A),496D,11364(A),",Felony
108840,Z20190308-19003747,2019/08/03,19003747,N,Discharge Only,",647(E),148(A)1,11350(A),602(M),",Misdemeanor
108841,190168522,2019/08/03,19003750,Y,Filed,",166(A)4,",Misdemeanor
108842,190168425,2019/08/03,19003751,N,Discharge Only,",240,422,",Felony
108843,190168271,2019/08/03,19003753,Y,Filed,",211,22810G1,",Felony
108844,190168748,2019/08/03,19003754,N,Other Action,",11377(A),22(A),485,466,11364(A),",Misdemeanor
108845,190168657,2019/08/03,19003755,N,Other Action,",21310,22(A),466,",Felony
108846,190169235,2019/08/03,19003757,Y,Filed,",664/187A,NOTINTBL,",Felony
108847,190168312,2019/08/03,19003758,Y,Filed,",594(B)1,11364(A),",Felony
108848,190168889,2019/08/03,19003761,Y,Filed,",166(A)4,",Misdemeanor
108849,190168936,2019/08/03,19003763,N,Other Action,",242,148.9(A),",Misdemeanor
108850,190170185,2019/08/03,19003769,Y,Filed,",NOTINTBL,",Misdemeanor
108851,190170107,2019/08/03,19003772,N,Discharge Only,",245(A)1,273.5(A),",Felony
108852,190169780,2019/08/03,19003775,N,Discharge Only,",245(A)1,11350(A),",Felony
108853,190169310,2019/08/03,19003777,Y,Filed,",664/187A,12022B1,",Felony
108854,190169506,2019/08/03,19003779,N,Discharge Only,",273A(B),273A(A),243(E)1,",Felony
108855,190170107,2019/08/03,19003780,N,Discharge Only,",243(E)1,245(A)4,",Misdemeanor
108856,190169984,2019/08/03,19003782,Y,Filed,",11378,11378,",Felony
108857,190169423,2019/08/03,19003783,Y,Filed,",245(A)1,211,459.5(A),",Felony
108858,190169495,2019/08/03,19003785,N,Discharge Only,",10851(A),496D,",Felony
108860,190170298,2019/08/03,19003788,Y,Filed,",23152(A),",Misdemeanor
108882,190170191,2019/08/03,19003773,Y,Filed,",422,273.5(A),",Felony
108891,190175583,2019/08/03,19003881,Y,Filed,",290.011A,",Misdemeanor
108896,190161902,2019/08/03,19003890,N,Other Action,",459,NOTINTBL,",Felony
109361,Z20190325-02515164,2019/08/03,2515164,Y,Filed,",4573,",Felony
109761,190247988,2019/08/04,19005512,Y,Filed,",11364(A),11350(A),11350(A),",Misdemeanor
109762,190248061,2019/08/04,19005513,N,Discharge Only,",273.5(A),",Felony
109763,190248196,2019/08/04,19005514,N,Discharge Only,",148(A)1,640(C)1,",Misdemeanor
109764,190170470,2019/08/04,19005515,Y,Filed,",246,25850(A),25400A1,",Felony
109765,190247728,2019/08/04,19005518,Y,Filed,",25400A2,29800A1,211,245(A)2,211,186.22A,",Felony
109766,190230557,2019/08/04,19005519,Y,Filed,",236,273.5(A),591.5,",Felony
109767,190248419,2019/08/04,19005520,Y,Filed,",21310,",Felony
109769,190249047,2019/08/04,19005523,N,Discharge Only,",245(A)1,",Felony
109770,190249188,2019/08/04,19005524,N,Other Action,",21955,25620(A),22810(A),",Felony
109771,190249241,2019/08/04,19005525,N,Discharge Only,",148(A)1,211,",Felony
109772,190248635,2019/08/04,19005526,N,Discharge Only,",602(M),419,29800A1,32310,",Felony
109773,190248657,2019/08/04,19005527,N,Discharge Only,",245(A)1,211,",Felony
109774,190248419,2019/08/04,19005529,Y,Filed,",597(B),",Felony
109775,190248419,2019/08/04,19005530,Y,Filed,",211,182(A)1,",Felony
109776,190249069,2019/08/04,19005531,Y,Filed,",273A(A),",Felony
109777,190250016,2019/08/04,19005534,Y,Filed,",10851(A),496D,",Felony
109778,190248958,2019/08/04,19005535,Y,Filed,",148(A)1,242,245(A)4,",Felony
109779,190249962,2019/08/04,19005536,Y,Filed,",166(A)4,",Misdemeanor
109780,190248754,2019/08/04,19005537,N,Other Action,",NOTINTBL,591.5,",Misdemeanor
109781,190249019,2019/08/04,19005539,Y,Filed,",459,496(A),",Felony
109782,190664829,2019/08/04,19005540,Y,Filed,",245(A)4,242,",Felony
109783,190250050,2019/08/04,19005542,N,Other Action,",273.6(A),",Misdemeanor
109784,190248419,2019/08/04,19005543,Y,Filed,",211,182(A)1,",Felony
109785,190335515,2019/08/04,19005546,Y,Filed,",211,12022B1,182(A)1,211,182(A)1,182(A)1,211,",Felony
109786,190250204,2019/08/04,19005547,Y,Filed,",422,417(A)1,",Felony
109787,190250549,2019/08/04,19005550,Y,Filed,",594B2A,12022.1,211,12022.1,",Felony
109789,190249194,2019/08/04,19005528,N,Discharge Only,",243(E)1,11377(A),11364(A),",Misdemeanor
109803,190249489,2019/08/04,19005552,N,Discharge Only,",243(E)1,",Misdemeanor
109804,190249633,2019/08/04,19005555,Y,Filed,",245(A)4,245(A)4,245(A)4,211,245(A)4,",Felony
109805,190250436,2019/08/04,19005556,Y,Filed,",11351.5,11351,",Felony
109806,190250436,2019/08/04,19005557,Y,Filed,",11351,11351.5,",Felony
109807,190250436,2019/08/04,19005558,Y,Filed,",11351,11351.5,",Felony
109808,190250436,2019/08/04,19005559,Y,Filed,",11378,11351,11351.5,",Felony
109864,190203805,2019/08/04,19005501,Y,Filed,",236,273.5(A),",Felony
109868,Z20190408-19005504,2019/08/04,19005504,Y,Filed,",530.5(A),23152(A),14601.2(A),31,148(A)1,23152(B),",Felony
109869,190247972,2019/08/04,19005505,Y,Filed,",166(A)4,",Misdemeanor
109870,190247728,2019/08/04,19005507,Y,Filed,",29800A1,186.22A,211,25400A2,211,148.9(A),",Felony
109871,190247728,2019/08/04,19005509,N,Discharge Only,",211,186.22A,25400A2,211,29820(B),",Felony
109872,190247875,2019/08/04,19005510,Y,Filed,",594(B)1,",Felony
109951,180335515,2019/08/04,19005634,Y,Filed,",211,182(A)1,12022B1,211,211,182(A)1,182(A)1,",Felony
110112,190127904,2019/08/04,19005921,N,Discharge Only,",273.6(A),",Misdemeanor
110113,190199157,2019/08/04,19005922,Y,Filed,",273.6(A),",Misdemeanor
110580,190248340,2019/08/04,19007503,Y,Filed,",245(A)4,",Felony
110596,190422118,2019/08/04,19009227,Y,Filed,",242,",Misdemeanor
110798,190287893,2019/08/05,19007165,N,Discharge Only,",20001(A),245(A)4,211,245(A)1,182(A)1,243(D),459,",Felony
110801,190328834,2019/08/05,19007169,N,Discharge Only,",273.5(A),",Misdemeanor
110842,190328873,2019/08/05,19007171,N,Other Action,",148.9(A),148(A)1,11532(A),166(A)4,",Misdemeanor
110843,190328964,2019/08/05,19007175,N,Other Action,",496(A),466,148.9(A),",Misdemeanor
110844,190328908,2019/08/05,19007176,N,Discharge Only,",273.5(A),236,273A(A),",Felony
110845,190328936,2019/08/05,19007177,N,Discharge Only,",14601.1(A),148(A)1,",Misdemeanor
110846,190261132,2019/08/05,19007179,N,Other Action,",273.5(A),245(A)4,",Felony
110847,190329194,2019/08/05,19007181,N,Other Action,",490.2(A),",Misdemeanor
110850,Z20190508-19007190,2019/08/05,19007190,Y,Filed,",23152(C),23152(F),11550(A),",Misdemeanor
110851,190329564,2019/08/05,19007195,N,Other Action,",11364(A),",Misdemeanor
110852,190329699,2019/08/05,19007199,N,Other Action,",148(A)1,459.5(A),148.9(A),",Misdemeanor
110853,190329633,2019/08/05,19007205,Y,Filed,",11378,11364(A),12022.1,",Felony
110854,190329984,2019/08/05,19007207,Y,Filed,",148.9(A),664/187A,422,245(A)4,",Felony
110855,180409518,2019/08/05,19007208,Y,Filed,",29805(A),25400A2,25850(A),",Felony
110856,190329865,2019/08/05,19007214,N,Other Action,",25620(A),148.9(A),",Misdemeanor
110857,190330583,2019/08/05,19007217,Y,Filed,",459,487(A),",Felony
110858,21581,2019/08/05,19007220,Y,Filed,",487(A),148(A)1,487(A),459,166(A)4,459,459,487(A),459,664/487A,",Felony
110859,190329138,2019/08/05,19007222,Y,Filed,",646.9(A),422,",Felony
110860,190330743,2019/08/05,19007223,Y,Filed,",12022.1,25850(A),29800A1,25850(A),25400A2,",Felony
110861,190330771,2019/08/05,19007224,Y,Filed,",459,496(A),182(A)1,",Felony
110862,190330248,2019/08/05,19007225,N,Discharge Only,",422,245(A)1,273.5(A),",Felony
110864,Z20190509-19007231,2019/08/05,19007231,Y,Filed,",23152(A),23152(B),",Misdemeanor
110866,190331315,2019/08/05,19007233,N,Discharge Only,",10851(A),496D(A),",Felony
110867,190331161,2019/08/05,19007234,N,Discharge Only,",245(A)1,273A(A),273.5(A),",Felony
110868,190330765,2019/08/05,19007235,N,Discharge Only,",273.5(A),",Felony
110870,190331155,2019/08/05,19007243,Y,Filed,",466,148(A)1,496(A),459,12022.1,",Felony
110871,190331008,2019/08/05,19007226,N,Discharge Only,",422,",Felony
110872,190329069,2019/08/05,19007187,N,Discharge Only,",273.5(A),245(A)4,",Felony
110873,190330367,2019/08/05,19007228,N,Other Action,",422,",Felony
110874,190331199,2019/08/05,19007229,N,Discharge Only,",245(A)1,422,",Felony
110962,190007737,2019/08/05,19007202,N,Discharge Only,",311.11A,288.2A2,",Felony
110985,190330094,2019/08/05,19007263,N,Other Action,",242,",Misdemeanor
111034,190007737,2019/08/05,19007192,Y,Filed,",311.11A,288.2A2,NOTINTBL,288.3(A),288.2A2,NOTINTBL,288.4(B),",Felony
111084,190330492,2019/08/05,19007212,Y,Filed,",11351.5,11352(A),",Felony
111218,Z20190518-19007723,2019/08/05,19007723,Y,Filed,",487(A),",Felony
111596,190330953,2019/08/05,19007221,Y,Filed,",487(A),496(A),",Felony
111630,Z20190724-19011440,2019/08/05,19011440,Y,Filed,",490.2(A),487(A),487(A),",Felony
111651,190179074,2019/08/06,19008970,Y,Filed,",243.4(E)(1),236,",Misdemeanor
111859,Z20190608-19008950,2019/08/06,19008950,Y,Filed,",23152(B),23152(A),",Misdemeanor
111861,190413480,2019/08/06,19009009,N,Other Action,",148.9(A),",Misdemeanor
111882,190411547,2019/08/06,19008960,N,Discharge Only,",273.5(A),",Felony
111883,190411553,2019/08/06,19008952,Y,Filed,",23152(A),23152(A),21658(A),23152(B),",Misdemeanor
111884,190411547,2019/08/06,19008953,N,Discharge Only,",836.6(B),243(E)1,",Misdemeanor
111885,190411581,2019/08/06,19008954,N,Discharge Only,",243(E)1,",Misdemeanor
111886,Z20190608-19008956,2019/08/06,19008956,Y,Filed,",23152(B),23152(A),",Misdemeanor
111889,Z20190608-19008964,2019/08/06,19008964,Y,Filed,",23152(A),",Misdemeanor
111891,190411650,2019/08/06,19008967,Y,Filed,",23152(A),",Misdemeanor
111893,190411791,2019/08/06,19008969,N,Discharge Only,",243(E)1,",Misdemeanor
111894,190411804,2019/08/06,19008975,Y,Filed,",273.6(A),273.6(A),273.6(A),273.6(A),",Misdemeanor
111895,190412476,2019/08/06,19008979,N,Other Action,",11364(A),",Misdemeanor
111897,190412307,2019/08/06,19008982,N,Discharge Only,",243(E)1,",Misdemeanor
111898,190412539,2019/08/06,19008984,N,Discharge Only,",245(A)4,273A(A),",Felony
111899,190412686,2019/08/06,19008985,Y,Filed,",11351,11351.5,166(A)4,11351,11351,11378,",Felony
111900,190412686,2019/08/06,19008986,Y,Filed,",11351,11351.5,11351,11351,11351,11378,11352(A),11364(A),",Felony
111901,190412692,2019/08/06,19008988,Y,Filed,",23152(A),14601.2(A),23152(B),22350,20002(A),20001(A),",Felony
111902,190412880,2019/08/06,19008992,Y,Filed,",594(B)1,594(B)1,594(B)1,594(B)1,",Felony
111903,190413446,2019/08/06,19008993,Y,Filed,",459,487(A),",Felony
111904,190413515,2019/08/06,19008994,N,Discharge Only,",273.5(A),",Felony
111906,190413098,2019/08/06,19008997,Y,Filed,",25400A2,25400A2,12022.1,25400A2,166(A)4,",Felony
111907,190413402,2019/08/06,19008999,N,Other Action,",166(A)4,",Misdemeanor
111908,190413628,2019/08/06,19009001,N,Discharge Only,",273.5(A),",Felony
111910,190413628,2019/08/06,19009003,N,Discharge Only,",243(E)1,",Misdemeanor
111944,190411569,2019/08/06,19008963,Y,Filed,",211,10851(A),273.5(A),496D(A),245(A)1,",Felony
111946,190412943,2019/08/06,19008998,N,Discharge Only,",273.5(A),273.5(A),",Felony
111947,190412498,2019/08/06,19008981,Y,Filed,",273.5(A),",Felony
111948,190412993,2019/08/06,19008991,N,Discharge Only,",273.5(A),",Felony
112291,190412040,2019/08/06,19008973,Y,Filed,",11377(A),166(A)4,",Misdemeanor
112520,Z20190608-19008955,2019/08/06,19008955,Y,Filed,",23152(B),23152(A),",Misdemeanor
112779,190492321,2019/08/07,19010616,N,Other Action,",594B2A,496(A),487(A),182(A)1,",Felony
112787,Z20190708-19010618,2019/08/07,19010618,Y,Filed,",23152(A),23152(B),",Misdemeanor
112789,190492343,2019/08/07,19010620,Y,Filed,",243(D),647(F),",Felony
112791,190492385,2019/08/07,19010627,Y,Filed,",459,459,466,148.9(A),11364(A),",Felony
112793,190492616,2019/08/07,19010633,N,Discharge Only,",422,242,",Felony
112794,190492876,2019/08/07,19010635,N,Discharge Only,",487(C),",Felony
112795,190492428,2019/08/07,19010636,Y,Filed,",23153(A),",Felony
